transaction_id,account_id,transaction_date,transaction_type,amount_eur,fee_eur,channel,is_international,is_flagged
T0048535,A001403,2025-08-28,Bank Transfer,2100.57,7.11,Mobile App,FALSE,FALSE
T0048536,A001728,2025-11-07,Card Payment,11.19,1.28,Mobile App,FALSE,FALSE
T0048537,A001257,2025-04-12,Bank Transfer,9663.04,24.75,Branch,FALSE,FALSE
T0048538,A000842,2025-11-02,Bank Transfer,5400.69,14.69,Mobile App,FALSE,FALSE
T0048539,A001410,2025-12-03,Card Payment,199.85,2.04,Card,FALSE,FALSE
T0048540,A001992,2025-09-09,Direct Debit,200.84,2.69,ATM,FALSE,FALSE
T0048541,A001500,2025-09-29,Card Payment,53.29,0.29,Online Banking,FALSE,FALSE
T0048542,A000157,2025-06-15,Card Payment,54.64,1.81,ATM,FALSE,FALSE
T0048543,A000074,2025-07-03,ATM Withdrawal,112.99,2.45,Mobile App,TRUE,FALSE
T0048544,A000197,2025-09-26,Salary Payment,18265.49,27.45,Mobile App,FALSE,FALSE
T0048545,A000564,2025-01-30,Card Payment,64.78,1.98,Mobile App,FALSE,FALSE
T0048546,A002250,2025-03-23,Card Payment,47.23,0.17,Mobile App,FALSE,FALSE
T0048547,A001812,2025-02-26,Card Payment,20.9,1.02,Mobile App,FALSE,FALSE
T0048548,A001416,2025-03-13,Card Payment,5.43,1.99,Card,FALSE,FALSE
T0048549,A001162,2025-11-08,ATM Withdrawal,402.71,3.32,Online Banking,TRUE,FALSE
T0048550,A000559,2025-12-03,Bank Transfer,2403.88,6.66,Mobile App,FALSE,FALSE
T0048551,A002274,2025-09-29,Card Payment,153.25,1.55,ATM,FALSE,FALSE
T0048552,A002282,2025-05-20,Bank Transfer,4544.31,11.61,Card,FALSE,FALSE
T0048553,A001073,2025-06-19,Bank Transfer,1665.92,4.41,Mobile App,FALSE,FALSE
T0048554,A001595,2025-10-19,Salary Payment,31215.27,49.19,Online Banking,FALSE,TRUE
T0048555,A000722,2025-12-31,Direct Debit,103.88,0.97,Mobile App,FALSE,FALSE
T0048556,A001645,2025-10-30,Direct Debit,251.13,0.47,Online Banking,FALSE,FALSE
T0048557,A001897,2025-12-07,Card Payment,146.95,1.83,Online Banking,FALSE,FALSE
T0048558,A002206,2025-12-09,Card Payment,10.87,0.84,Online Banking,FALSE,FALSE
T0048559,A001232,2025-01-18,Loan Payment,265.13,1.26,Mobile App,TRUE,FALSE
T0048560,A002096,2025-11-02,Investment Transfer,233.38,2.08,Mobile App,FALSE,FALSE
T0048561,A000830,2025-01-21,Loan Payment,1250.36,2.09,ATM,FALSE,FALSE
T0048562,A000375,2025-07-20,Card Payment,4.56,2.44,Mobile App,FALSE,FALSE
T0048563,A002147,2025-10-24,ATM Withdrawal,80.64,0.72,Mobile App,FALSE,FALSE
T0048564,A002126,2025-11-28,Card Payment,11.31,2.32,Mobile App,FALSE,TRUE
T0048565,A001173,2025-03-11,Bank Transfer,700.85,2.11,Online Banking,FALSE,FALSE
T0048566,A000388,2025-01-14,Bank Transfer,8385.77,21.84,Mobile App,FALSE,FALSE
T0048567,A002307,2025-03-04,Bank Transfer,326.78,1.55,Online Banking,FALSE,FALSE
T0048568,A001822,2025-09-04,Card Payment,12.2,0.79,Mobile App,FALSE,FALSE
T0048569,A002351,2025-03-16,Card Payment,624.29,2.73,Card,FALSE,FALSE
T0048570,A001773,2025-06-16,Card Payment,55.12,1.01,Online Banking,FALSE,TRUE
T0048571,A001005,2025-03-22,Card Payment,90.78,1.85,ATM,FALSE,FALSE
T0048572,A000938,2025-09-25,Card Payment,65.32,1.85,Branch,FALSE,FALSE
T0048573,A001888,2025-10-29,Card Payment,185.2,2.66,Card,FALSE,FALSE
T0048574,A001051,2025-12-23,Bank Transfer,1397.45,5.78,Mobile App,FALSE,FALSE
T0048575,A001579,2025-10-02,Salary Payment,4066.2,7.34,Online Banking,FALSE,FALSE
T0048576,A002106,2025-10-22,Loan Payment,3268.91,6.6,Mobile App,FALSE,FALSE
T0048577,A002119,2025-05-03,Direct Debit,93.89,2.2,Mobile App,FALSE,FALSE
T0048578,A002297,2025-10-13,Bank Transfer,6387.65,18.09,Mobile App,FALSE,FALSE
T0048579,A000522,2025-12-26,Loan Payment,2167.11,9.27,Mobile App,TRUE,FALSE
T0048580,A000071,2025-12-27,Card Payment,75.72,2.58,Mobile App,FALSE,FALSE
T0048581,A000344,2025-03-04,Bank Transfer,38123.41,97.26,Online Banking,FALSE,FALSE
T0048582,A001824,2025-05-31,Card Payment,153.96,0.52,Card,FALSE,FALSE
T0048583,A000146,2025-03-19,Direct Debit,118.53,1.08,Mobile App,FALSE,FALSE
T0048584,A002297,2025-09-26,Card Payment,208.24,2.77,Mobile App,FALSE,FALSE
T0048585,A001636,2025-04-22,Bank Transfer,693.4,3.44,Online Banking,FALSE,FALSE
T0048586,A000068,2025-12-04,ATM Withdrawal,265.11,2.54,Online Banking,FALSE,FALSE
T0048587,A001989,2025-03-14,Direct Debit,995.36,2.75,Mobile App,FALSE,FALSE
T0048588,A001848,2025-10-10,Bank Transfer,601.46,2.62,ATM,FALSE,FALSE
T0048589,A001298,2025-04-06,Bank Transfer,2097.35,6.55,Card,FALSE,FALSE
T0048590,A000618,2025-11-19,Card Payment,190.18,2.05,Card,FALSE,FALSE
T0048591,A001827,2025-09-06,Card Payment,110.54,1.99,Mobile App,FALSE,FALSE
T0048592,A002207,2025-10-19,Card Payment,62.92,1.84,Card,FALSE,FALSE
T0048593,A002136,2025-10-22,Card Payment,27.06,0.61,Card,FALSE,FALSE
T0048594,A001829,2025-07-06,Loan Payment,1393.66,2.13,Mobile App,FALSE,FALSE
T0048595,A002150,2025-06-19,Bank Transfer,449.26,1.32,ATM,FALSE,FALSE
T0048596,A000114,2025-08-02,Card Payment,613.47,3.08,Mobile App,FALSE,FALSE
T0048597,A000548,2025-01-13,Direct Debit,393.49,3.3,Branch,TRUE,FALSE
T0048598,A001532,2025-04-18,Investment Transfer,6044.02,15.85,ATM,FALSE,FALSE
T0048599,A000500,2025-06-07,Card Payment,34.71,2.29,Mobile App,FALSE,FALSE
T0048600,A001631,2025-12-25,ATM Withdrawal,164.41,2.57,Mobile App,FALSE,FALSE
T0048601,A001942,2025-05-14,Card Payment,8.03,1.58,Mobile App,FALSE,FALSE
T0048602,A000194,2025-05-08,Direct Debit,232.23,0.71,Online Banking,FALSE,FALSE
T0048603,A002134,2025-06-30,Direct Debit,52.63,2.48,Online Banking,FALSE,FALSE
T0048604,A001654,2025-01-09,Loan Payment,2.91,0.48,Card,FALSE,FALSE
T0048605,A000723,2025-03-18,Card Payment,204.79,0.73,Online Banking,FALSE,FALSE
T0048606,A001607,2025-11-23,Loan Payment,1143.61,3.6,Mobile App,FALSE,FALSE
T0048607,A000261,2025-04-10,Direct Debit,1866.26,4.03,Card,FALSE,FALSE
T0048608,A000300,2025-09-25,Bank Transfer,417.55,3.36,Mobile App,FALSE,FALSE
T0048609,A000893,2025-12-12,Card Payment,91.54,1.62,Card,FALSE,FALSE
T0048610,A000103,2025-08-13,Bank Transfer,1160.29,4.49,Mobile App,FALSE,FALSE
T0048611,A000061,2025-12-04,Card Payment,395.22,2.86,Online Banking,FALSE,FALSE
T0048612,A000452,2025-03-09,Card Payment,73.95,1.3,Mobile App,FALSE,FALSE
T0048613,A001820,2025-02-05,ATM Withdrawal,16.09,2.25,Online Banking,FALSE,FALSE
T0048614,A001575,2025-01-20,Card Payment,173.59,2.18,Mobile App,TRUE,FALSE
T0048615,A001548,2025-08-07,Bank Transfer,2745.1,8.25,Online Banking,FALSE,FALSE
T0048616,A000925,2025-12-15,Loan Payment,644.9,1.33,Branch,FALSE,FALSE
T0048617,A000476,2025-04-09,Card Payment,68.85,2.3,Mobile App,TRUE,FALSE
T0048618,A002049,2025-03-13,Loan Payment,77.31,1.31,Online Banking,FALSE,FALSE
T0048619,A000673,2025-03-13,Card Payment,13.95,1.62,Mobile App,FALSE,FALSE
T0048620,A000375,2025-09-13,Card Payment,1029.33,2.01,Card,FALSE,FALSE
T0048621,A001594,2025-06-21,Bank Transfer,26049.4,66.52,Mobile App,FALSE,TRUE
T0048622,A001573,2025-12-24,Card Payment,128.74,2.08,Online Banking,FALSE,FALSE
T0048623,A002354,2025-06-15,Card Payment,37.52,0.93,Mobile App,FALSE,FALSE
T0048624,A000284,2025-03-15,Card Payment,294.05,0.54,Mobile App,FALSE,FALSE
T0048625,A001199,2025-02-23,Bank Transfer,1637.5,4.19,Branch,FALSE,FALSE
T0048626,A000799,2025-04-28,Card Payment,275.94,1.32,Mobile App,FALSE,FALSE
T0048627,A002298,2025-03-20,Direct Debit,121.76,0.59,Mobile App,FALSE,FALSE
T0048628,A000478,2025-02-10,Bank Transfer,608.75,3.63,Mobile App,FALSE,FALSE
T0048629,A000838,2025-03-01,ATM Withdrawal,142.64,1.26,Mobile App,FALSE,FALSE
T0048630,A001591,2025-11-23,Salary Payment,1825.36,4.95,Card,FALSE,FALSE
T0048631,A000433,2025-08-23,ATM Withdrawal,133.98,2.3,Online Banking,FALSE,FALSE
T0048632,A002257,2025-06-22,Bank Transfer,4811.17,12.54,Branch,FALSE,FALSE
T0048633,A000014,2025-10-10,Bank Transfer,5891.6,17.16,ATM,FALSE,FALSE
T0048634,A001635,2025-02-19,Loan Payment,4046.24,16.79,Mobile App,TRUE,FALSE
T0048635,A000251,2025-05-12,Bank Transfer,610.77,2.03,Mobile App,FALSE,FALSE
T0048636,A001038,2025-11-30,Card Payment,72.22,1.81,Mobile App,FALSE,FALSE
T0048637,A001923,2025-11-16,Card Payment,623.24,1.28,Card,FALSE,FALSE
T0048638,A000726,2025-09-10,Card Payment,61.04,0.92,Online Banking,FALSE,FALSE
T0048639,A002239,2025-10-22,Card Payment,1077.97,4.0,Card,FALSE,FALSE
T0048640,A000092,2025-03-06,Card Payment,249.56,1.58,Mobile App,FALSE,FALSE
T0048641,A000202,2025-07-13,ATM Withdrawal,60.91,0.49,Card,FALSE,FALSE
T0048642,A001757,2025-09-17,Bank Transfer,11900.62,59.75,Mobile App,TRUE,FALSE
T0048643,A000646,2025-06-29,Bank Transfer,3388.65,10.28,Mobile App,FALSE,FALSE
T0048644,A001588,2025-06-20,Loan Payment,101.37,2.58,ATM,TRUE,FALSE
T0048645,A000872,2025-07-31,Bank Transfer,426.77,1.58,Card,FALSE,FALSE
T0048646,A001756,2025-07-07,Direct Debit,27.29,1.02,Card,FALSE,FALSE
T0048647,A001149,2025-05-09,Card Payment,355.89,2.68,Mobile App,FALSE,FALSE
T0048648,A000013,2025-09-23,Card Payment,10.67,0.49,Mobile App,FALSE,FALSE
T0048649,A001901,2025-05-05,Bank Transfer,2065.68,7.12,Online Banking,FALSE,FALSE
T0048650,A000400,2025-07-31,ATM Withdrawal,1472.63,4.1,Online Banking,FALSE,FALSE
T0048651,A001888,2025-10-28,Loan Payment,1030.76,3.89,Mobile App,FALSE,FALSE
T0048652,A001348,2025-08-26,Bank Transfer,2396.19,8.36,Online Banking,FALSE,FALSE
T0048653,A001243,2025-10-29,Card Payment,86.19,2.09,Mobile App,FALSE,FALSE
T0048654,A001143,2025-10-08,Bank Transfer,1105.81,4.77,Online Banking,FALSE,FALSE
T0048655,A000109,2025-06-07,Card Payment,4.0,2.2,Online Banking,FALSE,TRUE
T0048656,A000946,2025-10-19,Card Payment,184.48,2.2,Card,FALSE,FALSE
T0048657,A000269,2025-03-21,Card Payment,410.16,1.37,Online Banking,FALSE,FALSE
T0048658,A000607,2025-06-14,Bank Transfer,1541.64,4.94,Mobile App,FALSE,FALSE
T0048659,A000395,2025-09-04,Direct Debit,63.24,0.95,Mobile App,FALSE,FALSE
T0048660,A001847,2025-01-20,Bank Transfer,882.18,3.28,ATM,FALSE,FALSE
T0048661,A000906,2025-02-24,Card Payment,16.52,1.17,Mobile App,FALSE,FALSE
T0048662,A001810,2025-02-24,Card Payment,149.18,0.97,Mobile App,FALSE,FALSE
T0048663,A000995,2025-02-05,Card Payment,40.08,0.44,Mobile App,FALSE,FALSE
T0048664,A000561,2025-01-06,Direct Debit,281.88,1.11,Card,FALSE,FALSE
T0048665,A000426,2025-10-30,Bank Transfer,1206.27,5.18,Mobile App,FALSE,FALSE
T0048666,A000590,2025-02-15,Loan Payment,2048.19,5.47,Online Banking,FALSE,FALSE
T0048667,A001850,2025-08-11,Bank Transfer,730.03,2.37,Online Banking,FALSE,FALSE
T0048668,A001378,2025-07-09,Bank Transfer,37399.79,94.96,ATM,FALSE,FALSE
T0048669,A000306,2025-09-05,Card Payment,39.22,2.18,Online Banking,FALSE,FALSE
T0048670,A000653,2025-08-16,Direct Debit,56.72,1.64,Mobile App,FALSE,FALSE
T0048671,A001191,2025-09-09,Loan Payment,2199.5,4.71,Branch,FALSE,FALSE
T0048672,A000959,2025-09-10,Bank Transfer,2860.67,9.11,Card,FALSE,FALSE
T0048673,A000654,2025-04-13,Direct Debit,408.53,1.54,Online Banking,FALSE,TRUE
T0048674,A002082,2025-10-08,Card Payment,67.43,1.12,Card,FALSE,FALSE
T0048675,A002040,2025-12-16,Direct Debit,56.39,1.81,Mobile App,FALSE,FALSE
T0048676,A000657,2025-06-13,Direct Debit,174.39,2.51,Branch,FALSE,TRUE
T0048677,A000740,2025-12-26,Card Payment,358.9,1.6,Mobile App,FALSE,FALSE
T0048678,A000314,2025-10-03,Salary Payment,4865.3,7.74,Mobile App,FALSE,FALSE
T0048679,A001619,2025-08-25,Card Payment,142.86,2.5,Mobile App,TRUE,FALSE
T0048680,A000282,2025-03-23,Bank Transfer,344.95,3.0,Mobile App,FALSE,FALSE
T0048681,A001161,2025-11-17,Direct Debit,180.56,2.87,Online Banking,TRUE,TRUE
T0048682,A002066,2025-03-04,Bank Transfer,1163.64,3.83,Mobile App,FALSE,FALSE
T0048683,A001796,2025-05-08,Card Payment,131.87,2.21,Online Banking,FALSE,FALSE
T0048684,A001974,2025-08-01,Loan Payment,1124.12,1.78,Card,FALSE,FALSE
T0048685,A001392,2025-11-18,Direct Debit,270.25,2.3,Mobile App,FALSE,FALSE
T0048686,A000400,2025-06-06,Bank Transfer,2122.62,5.82,ATM,FALSE,FALSE
T0048687,A000332,2025-05-04,Loan Payment,2242.7,11.42,ATM,TRUE,FALSE
T0048688,A002267,2025-01-05,Bank Transfer,294.09,3.15,Online Banking,FALSE,FALSE
T0048689,A002319,2025-02-28,Loan Payment,2051.6,4.85,Mobile App,FALSE,FALSE
T0048690,A001463,2025-04-23,Salary Payment,11156.61,19.15,Online Banking,FALSE,FALSE
T0048691,A000903,2025-12-09,Card Payment,32.23,2.03,Branch,FALSE,FALSE
T0048692,A000904,2025-09-01,Bank Transfer,3379.31,10.57,Online Banking,FALSE,FALSE
T0048693,A001992,2025-07-02,Salary Payment,4459.32,7.07,Mobile App,FALSE,FALSE
T0048694,A001564,2025-12-24,ATM Withdrawal,34.96,1.98,Mobile App,FALSE,FALSE
T0048695,A001932,2025-06-25,Card Payment,13.44,0.99,Mobile App,FALSE,FALSE
T0048696,A001549,2025-02-12,Bank Transfer,1157.22,4.34,ATM,FALSE,FALSE
T0048697,A001918,2025-04-27,ATM Withdrawal,214.55,2.53,Online Banking,TRUE,FALSE
T0048698,A001905,2025-10-01,Loan Payment,6057.18,10.93,Mobile App,FALSE,FALSE
T0048699,A000971,2025-01-31,Card Payment,80.69,0.55,Online Banking,FALSE,FALSE
T0048700,A000396,2025-11-13,Card Payment,428.75,3.0,Online Banking,FALSE,FALSE
T0048701,A000687,2025-04-26,Direct Debit,133.64,1.62,Mobile App,FALSE,FALSE
T0048702,A002277,2025-11-16,Card Payment,404.37,1.7,Card,FALSE,FALSE
T0048703,A000183,2025-09-01,Card Payment,71.54,2.14,Online Banking,FALSE,FALSE
T0048704,A001774,2025-06-05,ATM Withdrawal,132.74,2.7,Mobile App,TRUE,FALSE
T0048705,A001949,2025-01-26,Bank Transfer,852.85,4.11,Mobile App,FALSE,FALSE
T0048706,A001352,2025-09-20,ATM Withdrawal,75.47,0.81,Card,FALSE,FALSE
T0048707,A000161,2025-10-08,ATM Withdrawal,97.55,0.97,Mobile App,FALSE,FALSE
T0048708,A001158,2025-10-08,Card Payment,45.25,0.48,Online Banking,FALSE,FALSE
T0048709,A000438,2025-01-12,ATM Withdrawal,98.66,2.31,Mobile App,TRUE,FALSE
T0048710,A000620,2025-10-18,Card Payment,283.18,1.07,Mobile App,FALSE,FALSE
T0048711,A001597,2025-03-01,Bank Transfer,68.87,0.91,Online Banking,FALSE,FALSE
T0048712,A001688,2025-03-10,Bank Transfer,3105.63,10.21,Mobile App,FALSE,FALSE
T0048713,A000579,2025-09-26,ATM Withdrawal,483.68,4.11,Online Banking,TRUE,FALSE
T0048714,A000234,2025-09-28,Investment Transfer,1840.59,7.05,Online Banking,FALSE,FALSE
T0048715,A001822,2025-11-23,Salary Payment,2787.5,5.1,Mobile App,FALSE,FALSE
T0048716,A000421,2025-08-24,Card Payment,99.95,2.59,Mobile App,FALSE,FALSE
T0048717,A000934,2025-02-24,Bank Transfer,3251.67,10.45,Mobile App,FALSE,FALSE
T0048718,A000389,2025-02-07,Loan Payment,1625.38,3.36,Card,FALSE,TRUE
T0048719,A001550,2025-10-03,Direct Debit,117.76,1.64,Mobile App,FALSE,FALSE
T0048720,A000564,2025-12-22,Card Payment,71.13,2.27,Mobile App,FALSE,FALSE
T0048721,A000138,2025-02-03,Bank Transfer,2044.85,11.2,Online Banking,TRUE,FALSE
T0048722,A001405,2025-10-12,Bank Transfer,34830.23,87.72,Mobile App,FALSE,FALSE
T0048723,A001560,2025-12-28,Card Payment,206.88,2.19,Online Banking,TRUE,FALSE
T0048724,A001231,2025-03-25,Bank Transfer,4487.18,13.72,Mobile App,FALSE,FALSE
T0048725,A002056,2025-04-15,Bank Transfer,1090.02,4.47,Mobile App,FALSE,FALSE
T0048726,A001171,2025-06-05,Direct Debit,356.09,0.72,Mobile App,FALSE,FALSE
T0048727,A000326,2025-09-19,Bank Transfer,693.64,2.35,Branch,FALSE,FALSE
T0048728,A001887,2025-06-11,Card Payment,61.22,1.35,Card,TRUE,FALSE
T0048729,A001118,2025-07-12,Card Payment,102.88,2.03,Card,FALSE,FALSE
T0048730,A000306,2025-02-18,Card Payment,335.69,1.54,ATM,FALSE,FALSE
T0048731,A000140,2025-11-01,Card Payment,131.03,0.46,Branch,FALSE,FALSE
T0048732,A001920,2025-10-06,Card Payment,216.18,1.33,ATM,TRUE,FALSE
T0048733,A000046,2025-09-21,ATM Withdrawal,117.32,1.52,Mobile App,FALSE,FALSE
T0048734,A001067,2025-06-09,Direct Debit,151.18,1.76,Branch,FALSE,FALSE
T0048735,A002299,2025-04-05,Direct Debit,136.8,2.46,Online Banking,FALSE,FALSE
T0048736,A000046,2025-12-18,ATM Withdrawal,78.84,1.8,Mobile App,FALSE,FALSE
T0048737,A000942,2025-05-25,Direct Debit,65.8,1.42,Mobile App,TRUE,FALSE
T0048738,A000083,2025-11-20,Direct Debit,102.24,1.23,Card,FALSE,FALSE
T0048739,A000596,2025-08-06,Card Payment,204.32,2.18,Mobile App,FALSE,FALSE
T0048740,A002055,2025-06-04,Card Payment,87.23,1.22,Mobile App,FALSE,FALSE
T0048741,A002197,2025-08-02,Direct Debit,133.53,0.34,Online Banking,FALSE,FALSE
T0048742,A000298,2025-04-14,Bank Transfer,411.89,2.17,Mobile App,FALSE,FALSE
T0048743,A001742,2025-01-30,Loan Payment,8363.1,12.78,ATM,FALSE,FALSE
T0048744,A001233,2025-02-21,Card Payment,47.15,0.77,Mobile App,FALSE,FALSE
T0048745,A000387,2025-06-17,Card Payment,424.76,1.25,Branch,FALSE,FALSE
T0048746,A000808,2025-10-11,Card Payment,252.85,2.08,Online Banking,FALSE,FALSE
T0048747,A000991,2025-02-08,Loan Payment,513.73,2.9,Online Banking,FALSE,FALSE
T0048748,A001601,2025-02-25,Card Payment,63.72,0.98,Mobile App,FALSE,FALSE
T0048749,A001715,2025-01-20,Loan Payment,454.97,2.91,ATM,FALSE,FALSE
T0048750,A002327,2025-03-09,Card Payment,95.55,2.13,Card,FALSE,FALSE
T0048751,A001443,2025-08-12,Bank Transfer,1048.94,3.83,Card,FALSE,FALSE
T0048752,A001606,2025-03-05,Card Payment,932.42,5.02,ATM,TRUE,FALSE
T0048753,A001273,2025-08-08,Card Payment,181.97,1.31,ATM,FALSE,FALSE
T0048754,A001654,2025-08-17,Bank Transfer,273.98,3.53,Mobile App,TRUE,FALSE
T0048755,A001792,2025-07-24,Card Payment,169.26,0.34,Mobile App,FALSE,FALSE
T0048756,A000068,2025-09-12,Direct Debit,7701.33,13.79,Mobile App,FALSE,FALSE
T0048757,A000792,2025-06-25,Loan Payment,1523.64,4.21,Online Banking,FALSE,FALSE
T0048758,A000272,2025-11-28,Bank Transfer,705.15,3.57,Mobile App,FALSE,FALSE
T0048759,A000265,2025-12-12,Bank Transfer,1640.39,4.14,Mobile App,FALSE,FALSE
T0048760,A001576,2025-08-31,Card Payment,360.2,2.16,Mobile App,FALSE,FALSE
T0048761,A001597,2025-06-01,Bank Transfer,889.24,3.28,Mobile App,FALSE,FALSE
T0048762,A001094,2025-07-23,ATM Withdrawal,406.54,1.69,Online Banking,FALSE,FALSE
T0048763,A000379,2025-04-05,Direct Debit,529.68,2.15,ATM,FALSE,FALSE
T0048764,A001731,2025-06-26,Card Payment,23.44,1.05,Mobile App,FALSE,FALSE
T0048765,A000603,2025-03-21,ATM Withdrawal,451.46,2.58,Online Banking,FALSE,FALSE
T0048766,A000646,2025-07-06,Card Payment,85.93,2.35,Mobile App,FALSE,FALSE
T0048767,A001588,2025-10-12,Card Payment,33.42,0.08,Online Banking,FALSE,FALSE
T0048768,A000224,2025-04-06,Direct Debit,392.33,2.52,Mobile App,FALSE,FALSE
T0048769,A000824,2025-06-23,Bank Transfer,497.95,4.48,ATM,TRUE,FALSE
T0048770,A001335,2025-05-08,Card Payment,124.28,0.63,Card,FALSE,FALSE
T0048771,A001557,2025-06-15,Bank Transfer,2126.74,6.77,Online Banking,FALSE,FALSE
T0048772,A000938,2025-02-17,Card Payment,347.14,1.22,Mobile App,FALSE,FALSE
T0048773,A000324,2025-12-31,Card Payment,118.7,1.46,ATM,FALSE,FALSE
T0048774,A000448,2025-12-31,Investment Transfer,1560.78,4.23,Card,FALSE,FALSE
T0048775,A000948,2025-12-05,Card Payment,136.58,0.95,Mobile App,TRUE,FALSE
T0048776,A001496,2025-10-11,Direct Debit,188.23,1.92,Mobile App,FALSE,FALSE
T0048777,A000225,2025-01-27,Salary Payment,10614.75,17.26,Branch,FALSE,FALSE
T0048778,A001235,2025-07-22,Direct Debit,207.82,0.54,ATM,FALSE,FALSE
T0048779,A000078,2025-03-24,Card Payment,21.16,1.55,Online Banking,FALSE,TRUE
T0048780,A001075,2025-12-02,Direct Debit,196.75,1.22,Card,FALSE,FALSE
T0048781,A002213,2025-12-29,Salary Payment,1759.75,4.61,Mobile App,FALSE,FALSE
T0048782,A000548,2025-01-05,Bank Transfer,2021.28,6.54,Online Banking,FALSE,FALSE
T0048783,A001015,2025-09-14,Card Payment,92.52,2.57,Card,FALSE,FALSE
T0048784,A001555,2025-06-14,Card Payment,44.61,2.03,Mobile App,FALSE,FALSE
T0048785,A000384,2025-12-10,Card Payment,203.19,2.39,Online Banking,FALSE,FALSE
T0048786,A000385,2025-06-01,Card Payment,0.32,0.54,Card,TRUE,TRUE
T0048787,A001127,2025-04-24,Card Payment,326.22,0.52,Mobile App,FALSE,FALSE
T0048788,A000846,2025-02-21,Loan Payment,3055.78,5.86,Online Banking,FALSE,FALSE
T0048789,A000584,2025-02-13,Card Payment,13.27,2.51,Mobile App,FALSE,FALSE
T0048790,A001726,2025-03-20,Card Payment,625.39,1.59,Mobile App,FALSE,FALSE
T0048791,A000359,2025-07-18,Loan Payment,5296.85,9.4,Online Banking,FALSE,FALSE
T0048792,A000096,2025-10-14,Bank Transfer,711.69,3.99,Online Banking,TRUE,FALSE
T0048793,A000709,2025-06-16,Direct Debit,309.93,2.88,Online Banking,FALSE,FALSE
T0048794,A000353,2025-05-12,Card Payment,176.07,1.03,Mobile App,FALSE,FALSE
T0048795,A001924,2025-08-30,ATM Withdrawal,373.54,2.85,ATM,FALSE,FALSE
T0048796,A001970,2025-06-20,Card Payment,294.01,2.56,Mobile App,FALSE,FALSE
T0048797,A001584,2025-03-22,Card Payment,118.54,1.85,Mobile App,FALSE,FALSE
T0048798,A000452,2025-05-06,Bank Transfer,3645.79,9.54,Mobile App,FALSE,FALSE
T0048799,A001834,2025-05-23,Loan Payment,84.95,1.86,Mobile App,FALSE,FALSE
T0048800,A000067,2025-01-23,Bank Transfer,2179.85,7.39,Branch,FALSE,FALSE
T0048801,A000121,2025-08-13,Card Payment,179.6,2.73,Online Banking,FALSE,FALSE
T0048802,A000501,2025-09-23,Card Payment,77.88,2.17,ATM,FALSE,FALSE
T0048803,A001462,2025-06-19,Card Payment,72.46,0.32,ATM,FALSE,FALSE
T0048804,A000915,2025-10-27,Salary Payment,611.02,2.89,ATM,FALSE,FALSE
T0048805,A000128,2025-02-02,Card Payment,159.2,0.62,Mobile App,FALSE,FALSE
T0048806,A002170,2025-12-06,ATM Withdrawal,168.7,1.14,Mobile App,FALSE,FALSE
T0048807,A000898,2025-08-04,Bank Transfer,5917.07,15.26,Mobile App,FALSE,FALSE
T0048808,A000947,2025-02-09,ATM Withdrawal,2.82,1.0,Mobile App,FALSE,FALSE
T0048809,A001963,2025-09-23,Direct Debit,24.86,1.71,Card,FALSE,TRUE
T0048810,A000212,2025-12-02,Bank Transfer,2421.64,7.02,Mobile App,FALSE,FALSE
T0048811,A000298,2025-06-10,ATM Withdrawal,181.18,0.89,Online Banking,FALSE,FALSE
T0048812,A000215,2025-10-07,Salary Payment,31072.98,48.01,Branch,FALSE,FALSE
T0048813,A000422,2025-01-01,Card Payment,116.31,1.63,Online Banking,FALSE,FALSE
T0048814,A000731,2025-09-16,Bank Transfer,1264.41,4.31,Card,FALSE,FALSE
T0048815,A000380,2025-01-16,Bank Transfer,4877.56,14.29,Mobile App,FALSE,FALSE
T0048816,A001395,2025-10-15,ATM Withdrawal,19.08,1.73,Online Banking,FALSE,FALSE
T0048817,A002019,2025-01-22,Card Payment,94.46,2.18,ATM,FALSE,FALSE
T0048818,A001235,2025-07-15,Direct Debit,335.9,1.53,Online Banking,FALSE,FALSE
T0048819,A002344,2025-06-20,Bank Transfer,7050.75,35.83,Online Banking,TRUE,FALSE
T0048820,A002004,2025-09-09,Bank Transfer,2815.42,7.71,Mobile App,FALSE,FALSE
T0048821,A000636,2025-06-23,ATM Withdrawal,939.31,2.42,Card,FALSE,FALSE
T0048822,A000238,2025-05-12,Card Payment,66.71,2.48,ATM,FALSE,FALSE
T0048823,A000634,2025-11-29,Loan Payment,1501.9,4.09,Mobile App,FALSE,FALSE
T0048824,A002057,2025-08-17,Bank Transfer,843.49,3.6,Mobile App,FALSE,FALSE
T0048825,A000712,2025-02-19,Card Payment,37.17,0.23,Mobile App,FALSE,FALSE
T0048826,A001525,2025-02-04,Bank Transfer,2673.44,8.9,Mobile App,FALSE,FALSE
T0048827,A000473,2025-09-29,Bank Transfer,5791.35,15.6,Mobile App,FALSE,FALSE
T0048828,A000883,2025-04-14,Card Payment,666.28,3.08,Online Banking,FALSE,FALSE
T0048829,A001669,2025-01-15,Investment Transfer,7051.36,19.38,ATM,FALSE,FALSE
T0048830,A002253,2025-10-13,Card Payment,164.07,1.71,Card,FALSE,FALSE
T0048831,A001872,2025-01-29,Bank Transfer,4665.52,14.05,Mobile App,FALSE,FALSE
T0048832,A000986,2025-10-21,Bank Transfer,22266.36,58.08,Mobile App,FALSE,FALSE
