flag_id,transaction_id,flag_date,flag_reason,severity,review_status
F0001289,T0027239,2025-01-02,High Frequency Transfers,High,Under Review
F0001290,T0027251,2025-10-11,Large Transaction,High,Open
F0001291,T0027258,2025-01-25,Dormant Account Activity,High,Under Review
F0001292,T0027307,2025-12-10,Unusual Location,Low,Open
F0001293,T0027309,2025-03-21,High Frequency Transfers,High,Cleared
F0001294,T0027310,2025-01-31,International Transfer,High,Escalated
F0001295,T0027343,2025-05-23,Large Transaction,Low,Under Review
F0001296,T0027377,2025-06-11,International Transfer,High,Under Review
F0001297,T0027398,2025-11-02,Large Transaction,Medium,Cleared
F0001298,T0027405,2025-04-03,High Frequency Transfers,Medium,Open
F0001299,T0027467,2025-05-15,Possible AML Review,High,Cleared
F0001300,T0027479,2025-12-24,Unusual Location,Medium,Open
F0001301,T0027498,2025-10-05,Possible AML Review,High,Escalated
F0001302,T0027503,2025-10-07,Large Transaction,High,Escalated
F0001303,T0027545,2025-09-23,Large Transaction,Medium,Cleared
F0001304,T0027594,2025-01-10,Unusual Location,Medium,Cleared
F0001305,T0027610,2025-03-26,Unusual Location,Critical,Open
F0001306,T0027616,2025-12-15,Dormant Account Activity,Critical,Cleared
F0001307,T0027621,2025-03-12,High Frequency Transfers,Medium,Cleared
F0001308,T0027636,2025-05-08,Possible AML Review,High,Open
F0001309,T0027675,2025-04-25,High Frequency Transfers,Medium,Open
F0001310,T0027683,2025-07-15,Large Transaction,Medium,Cleared
F0001311,T0027696,2025-12-06,Unusual Location,Medium,Escalated
F0001312,T0027708,2025-03-02,International Transfer,High,Under Review
F0001313,T0027718,2025-06-08,High Frequency Transfers,Medium,Cleared
F0001314,T0027793,2025-08-03,High Frequency Transfers,High,Cleared
F0001315,T0027810,2025-02-12,Large Transaction,Low,Open
F0001316,T0027843,2025-02-03,Unusual Location,Medium,Open
F0001317,T0027871,2025-12-29,Dormant Account Activity,Low,Under Review
F0001318,T0027891,2025-01-20,Large Transaction,High,Escalated
F0001319,T0027895,2025-02-22,Dormant Account Activity,High,Open
F0001320,T0027908,2025-03-16,Possible AML Review,High,Open
F0001321,T0027928,2025-03-02,International Transfer,Low,Cleared
F0001322,T0027960,2025-04-26,International Transfer,High,Cleared
F0001323,T0027965,2025-05-04,High Frequency Transfers,Low,Cleared
F0001324,T0027999,2025-12-15,Possible AML Review,Medium,Cleared
F0001325,T0028005,2025-03-28,Possible AML Review,High,Open
F0001326,T0028010,2025-04-03,High Frequency Transfers,Medium,Cleared
F0001327,T0028011,2025-02-24,High Frequency Transfers,Medium,Under Review
F0001328,T0028013,2025-08-28,High Frequency Transfers,High,Open
F0001329,T0028015,2025-11-08,Unusual Location,Medium,Under Review
F0001330,T0028047,2025-02-08,High Frequency Transfers,High,Open
F0001331,T0028048,2025-03-25,High Frequency Transfers,Low,Cleared
F0001332,T0028078,2025-11-09,Dormant Account Activity,Medium,Open
F0001333,T0028093,2025-05-30,Possible AML Review,High,Escalated
F0001334,T0028101,2025-02-14,Unusual Location,Medium,Open
F0001335,T0028127,2025-01-08,Unusual Location,Low,Open
F0001336,T0028135,2025-10-31,Possible AML Review,Critical,Open
F0001337,T0028143,2025-05-23,High Frequency Transfers,High,Cleared
F0001338,T0028159,2025-07-28,Possible AML Review,High,Cleared
F0001339,T0028171,2025-11-09,Unusual Location,Low,Cleared
F0001340,T0028218,2025-01-04,High Frequency Transfers,Medium,Open
F0001341,T0028235,2025-03-25,High Frequency Transfers,Medium,Cleared
F0001342,T0028241,2025-07-28,High Frequency Transfers,Critical,Open
F0001343,T0028279,2025-08-17,Possible AML Review,Medium,Cleared
F0001344,T0028298,2025-05-03,High Frequency Transfers,Medium,Cleared
F0001345,T0028305,2025-03-30,Dormant Account Activity,High,Open
F0001346,T0028400,2025-11-18,Unusual Location,Medium,Cleared
F0001347,T0028469,2025-06-27,Possible AML Review,High,Open
F0001348,T0028472,2025-04-13,Large Transaction,Medium,Open
F0001349,T0028477,2025-05-11,Large Transaction,Medium,Escalated
F0001350,T0028482,2025-06-19,High Frequency Transfers,Low,Cleared
F0001351,T0028509,2025-05-31,Unusual Location,High,Under Review
F0001352,T0028525,2025-01-09,Large Transaction,Low,Open
F0001353,T0028536,2025-01-31,Possible AML Review,Medium,Open
F0001354,T0028568,2025-05-23,Unusual Location,Medium,Cleared
F0001355,T0028573,2025-11-08,Large Transaction,High,Open
F0001356,T0028599,2025-02-13,International Transfer,Medium,Escalated
F0001357,T0028600,2025-07-16,Large Transaction,Medium,Open
F0001358,T0028620,2025-03-22,Unusual Location,Medium,Open
F0001359,T0028637,2025-12-19,High Frequency Transfers,Medium,Open
F0001360,T0028648,2025-09-20,High Frequency Transfers,High,Cleared
F0001361,T0028725,2025-08-02,Large Transaction,Medium,Open
F0001362,T0028738,2025-04-05,International Transfer,Medium,Cleared
F0001363,T0028805,2025-03-22,Possible AML Review,Medium,Open
F0001364,T0028806,2025-07-03,Large Transaction,Medium,Under Review
F0001365,T0028891,2025-03-15,High Frequency Transfers,Medium,Cleared
F0001366,T0028893,2025-08-07,Large Transaction,Medium,Under Review
F0001367,T0028918,2025-08-05,Large Transaction,Medium,Open
F0001368,T0028942,2025-04-24,Possible AML Review,High,Open
F0001369,T0028943,2025-03-11,International Transfer,Medium,Cleared
F0001370,T0028944,2025-04-20,High Frequency Transfers,Medium,Open
F0001371,T0028953,2025-01-09,High Frequency Transfers,Medium,Under Review
F0001372,T0028976,2025-06-09,Large Transaction,Critical,Under Review
F0001373,T0029009,2025-10-11,Dormant Account Activity,High,Under Review
F0001374,T0029039,2025-04-26,Dormant Account Activity,Low,Escalated
F0001375,T0029067,2025-08-05,Large Transaction,Low,Escalated
F0001376,T0029073,2025-07-09,Large Transaction,Medium,Escalated
F0001377,T0029114,2025-11-24,Unusual Location,High,Escalated
F0001378,T0029146,2025-07-04,High Frequency Transfers,High,Under Review
F0001379,T0029169,2025-01-24,Unusual Location,High,Under Review
F0001380,T0029195,2025-06-23,Unusual Location,Medium,Open
F0001381,T0029203,2025-08-29,Large Transaction,High,Cleared
F0001382,T0029216,2025-01-15,Large Transaction,Medium,Open
F0001383,T0029235,2025-11-05,High Frequency Transfers,Medium,Cleared
F0001384,T0029306,2025-06-01,Possible AML Review,Critical,Escalated
F0001385,T0029310,2025-12-21,Unusual Location,High,Open
F0001386,T0029312,2025-02-04,Possible AML Review,High,Escalated
F0001387,T0029348,2025-06-03,Unusual Location,High,Cleared
F0001388,T0029357,2025-10-28,Dormant Account Activity,High,Escalated
F0001389,T0029394,2025-06-20,Large Transaction,Medium,Open
F0001390,T0029398,2025-08-01,Dormant Account Activity,High,Open
F0001391,T0029405,2025-07-18,Large Transaction,Medium,Cleared
F0001392,T0029412,2025-02-12,High Frequency Transfers,Medium,Open
F0001393,T0029419,2025-05-06,Possible AML Review,High,Under Review
F0001394,T0029421,2025-04-14,High Frequency Transfers,Medium,Open
F0001395,T0029432,2025-06-05,International Transfer,Medium,Under Review
F0001396,T0029458,2025-01-17,International Transfer,Medium,Open
F0001397,T0029507,2025-03-02,High Frequency Transfers,High,Under Review
F0001398,T0029534,2025-02-07,International Transfer,High,Open
F0001399,T0029550,2025-08-30,International Transfer,High,Open
F0001400,T0029581,2025-09-07,Possible AML Review,Critical,Open
F0001401,T0029604,2025-03-29,Unusual Location,Medium,Under Review
F0001402,T0029611,2025-11-15,International Transfer,Low,Cleared
F0001403,T0029622,2025-11-26,Large Transaction,Critical,Open
F0001404,T0029629,2025-02-24,High Frequency Transfers,High,Cleared
F0001405,T0029634,2025-11-02,Unusual Location,Medium,Cleared
F0001406,T0029652,2025-11-18,International Transfer,Low,Cleared
F0001407,T0029672,2025-05-06,Dormant Account Activity,High,Cleared
F0001408,T0029683,2025-03-15,International Transfer,Medium,Open
F0001409,T0029693,2025-12-24,International Transfer,Medium,Under Review
F0001410,T0029697,2025-06-25,High Frequency Transfers,High,Open
F0001411,T0029710,2025-09-14,High Frequency Transfers,High,Under Review
F0001412,T0029713,2025-07-29,Large Transaction,High,Cleared
F0001413,T0029753,2025-09-21,High Frequency Transfers,Medium,Open
F0001414,T0029836,2025-01-21,Unusual Location,Medium,Cleared
F0001415,T0029844,2025-03-20,Large Transaction,Medium,Under Review
F0001416,T0029851,2025-06-11,Possible AML Review,Critical,Cleared
F0001417,T0029869,2025-04-25,Possible AML Review,High,Open
F0001418,T0029888,2025-08-29,International Transfer,Low,Open
F0001419,T0029902,2025-08-24,Large Transaction,Medium,Open
F0001420,T0029907,2025-06-17,Unusual Location,Medium,Cleared
F0001421,T0029957,2025-01-05,High Frequency Transfers,Medium,Open
F0001422,T0030004,2025-09-29,Dormant Account Activity,High,Under Review
F0001423,T0030017,2025-05-23,Large Transaction,High,Cleared
F0001424,T0030029,2025-07-20,High Frequency Transfers,Low,Under Review
F0001425,T0030038,2025-08-06,International Transfer,Critical,Open
F0001426,T0030046,2025-08-03,High Frequency Transfers,Medium,Under Review
F0001427,T0030077,2025-08-06,High Frequency Transfers,High,Under Review
F0001428,T0030109,2025-08-14,International Transfer,Medium,Cleared
F0001429,T0030120,2025-05-24,Dormant Account Activity,Critical,Under Review
F0001430,T0030137,2025-10-17,Unusual Location,Low,Escalated
F0001431,T0030150,2025-01-03,High Frequency Transfers,Medium,Cleared
F0001432,T0030161,2025-03-02,Possible AML Review,High,Open
F0001433,T0030172,2025-02-15,High Frequency Transfers,Medium,Cleared
F0001434,T0030176,2025-04-29,Large Transaction,Medium,Open
F0001435,T0030181,2025-04-29,Unusual Location,Low,Cleared
F0001436,T0030207,2025-05-06,High Frequency Transfers,Medium,Cleared
F0001437,T0030222,2025-06-23,International Transfer,Low,Under Review
F0001438,T0030223,2025-09-14,Large Transaction,High,Escalated
F0001439,T0030226,2025-04-08,High Frequency Transfers,High,Under Review
F0001440,T0030239,2025-10-21,Unusual Location,Low,Open
F0001441,T0030284,2025-12-01,Possible AML Review,High,Under Review
F0001442,T0030347,2025-08-21,Possible AML Review,Medium,Under Review
F0001443,T0030359,2025-08-20,High Frequency Transfers,Medium,Escalated
F0001444,T0030364,2025-07-05,Large Transaction,Medium,Cleared
F0001445,T0030367,2025-10-02,Dormant Account Activity,Low,Escalated
F0001446,T0030389,2025-05-07,International Transfer,Medium,Open
F0001447,T0030418,2025-01-05,Possible AML Review,High,Under Review
F0001448,T0030432,2025-09-19,International Transfer,Medium,Under Review
F0001449,T0030467,2025-06-25,Possible AML Review,Medium,Cleared
F0001450,T0030470,2025-06-11,Unusual Location,Critical,Under Review
F0001451,T0030478,2025-07-07,Large Transaction,Medium,Cleared
F0001452,T0030506,2025-12-07,International Transfer,Medium,Cleared
F0001453,T0030513,2025-06-27,Possible AML Review,Critical,Open
F0001454,T0030541,2025-07-02,International Transfer,High,Cleared
F0001455,T0030545,2025-10-15,High Frequency Transfers,High,Cleared
F0001456,T0030563,2025-04-03,International Transfer,High,Cleared
F0001457,T0030634,2025-05-12,Unusual Location,Critical,Escalated
F0001458,T0030683,2025-02-28,Dormant Account Activity,Low,Under Review
F0001459,T0030708,2025-11-29,High Frequency Transfers,Low,Under Review
F0001460,T0030716,2025-12-13,International Transfer,Medium,Open
F0001461,T0030731,2025-05-08,International Transfer,Medium,Escalated
F0001462,T0030764,2025-02-05,International Transfer,Low,Escalated
F0001463,T0030794,2025-03-30,Large Transaction,Low,Open
F0001464,T0030803,2025-12-15,Large Transaction,High,Open
F0001465,T0030818,2025-07-19,Large Transaction,High,Under Review
F0001466,T0030842,2025-09-29,Large Transaction,High,Under Review
F0001467,T0030879,2025-03-02,Large Transaction,High,Under Review
F0001468,T0030885,2025-01-20,High Frequency Transfers,High,Under Review
F0001469,T0030893,2025-05-07,High Frequency Transfers,Medium,Open
F0001470,T0030927,2025-02-03,High Frequency Transfers,High,Under Review
F0001471,T0030941,2025-10-18,High Frequency Transfers,Critical,Open
F0001472,T0030945,2025-11-24,Large Transaction,Medium,Under Review
F0001473,T0030968,2025-09-06,High Frequency Transfers,Medium,Under Review
F0001474,T0030976,2025-01-15,High Frequency Transfers,High,Cleared
F0001475,T0030982,2025-12-24,Unusual Location,Low,Escalated
F0001476,T0031014,2025-01-02,Unusual Location,Low,Open
F0001477,T0031019,2025-11-04,High Frequency Transfers,Medium,Open
F0001478,T0031047,2025-07-11,Large Transaction,Medium,Cleared
F0001479,T0031053,2025-11-05,High Frequency Transfers,Medium,Under Review
F0001480,T0031078,2025-06-27,Possible AML Review,High,Under Review
F0001481,T0031108,2025-07-17,Dormant Account Activity,Medium,Open
F0001482,T0031115,2025-01-01,High Frequency Transfers,High,Under Review
F0001483,T0031124,2025-01-26,Dormant Account Activity,Medium,Cleared
F0001484,T0031148,2025-06-30,Unusual Location,Medium,Under Review
F0001485,T0031154,2025-05-22,Dormant Account Activity,Medium,Cleared
F0001486,T0031167,2025-06-11,Possible AML Review,High,Cleared
F0001487,T0031184,2025-10-30,Dormant Account Activity,High,Under Review
F0001488,T0031199,2025-01-12,International Transfer,High,Open
F0001489,T0031207,2025-05-24,Large Transaction,Medium,Open
F0001490,T0031222,2025-07-02,High Frequency Transfers,High,Under Review
F0001491,T0031229,2025-09-08,Large Transaction,High,Under Review
F0001492,T0031255,2025-07-10,International Transfer,Medium,Under Review
F0001493,T0031277,2025-03-02,High Frequency Transfers,High,Open
F0001494,T0031297,2025-08-07,Large Transaction,Medium,Cleared
F0001495,T0031323,2025-07-08,Unusual Location,Low,Escalated
F0001496,T0031338,2025-08-06,International Transfer,Medium,Cleared
F0001497,T0031340,2025-08-11,International Transfer,Medium,Open
F0001498,T0031355,2025-06-01,International Transfer,High,Open
F0001499,T0031362,2025-02-03,High Frequency Transfers,Medium,Cleared
F0001500,T0031363,2025-11-14,International Transfer,Critical,Open
F0001501,T0031421,2025-10-29,Large Transaction,Medium,Escalated
F0001502,T0031451,2025-03-10,High Frequency Transfers,Medium,Under Review
F0001503,T0031475,2025-05-23,High Frequency Transfers,Medium,Open
F0001504,T0031484,2025-02-21,Unusual Location,High,Cleared
F0001505,T0031506,2025-04-05,Large Transaction,High,Open
F0001506,T0031507,2025-10-14,Possible AML Review,Medium,Under Review
F0001507,T0031515,2025-06-05,Unusual Location,High,Open
F0001508,T0031520,2025-11-10,International Transfer,Medium,Open
F0001509,T0031534,2025-03-12,International Transfer,Low,Open
F0001510,T0031547,2025-09-24,Large Transaction,Medium,Escalated
F0001511,T0031548,2025-02-02,High Frequency Transfers,High,Open
F0001512,T0031558,2025-06-16,Large Transaction,Low,Under Review
F0001513,T0031573,2025-06-07,Possible AML Review,Medium,Under Review
F0001514,T0031574,2025-07-03,Large Transaction,Medium,Cleared
F0001515,T0031590,2025-09-14,High Frequency Transfers,High,Cleared
F0001516,T0031604,2025-11-30,International Transfer,High,Under Review
F0001517,T0031662,2025-07-14,High Frequency Transfers,High,Cleared
F0001518,T0031672,2025-06-22,High Frequency Transfers,High,Under Review
F0001519,T0031690,2025-04-21,High Frequency Transfers,High,Cleared
F0001520,T0031696,2025-07-15,International Transfer,Low,Escalated
F0001521,T0031707,2025-09-23,Possible AML Review,Critical,Under Review
F0001522,T0031745,2025-05-01,High Frequency Transfers,High,Escalated
F0001523,T0031805,2025-08-18,International Transfer,High,Open
F0001524,T0031836,2025-09-22,High Frequency Transfers,High,Escalated
F0001525,T0031838,2025-10-05,High Frequency Transfers,Medium,Cleared
F0001526,T0031855,2025-01-10,High Frequency Transfers,Critical,Escalated
F0001527,T0031916,2025-06-18,International Transfer,High,Open
F0001528,T0031929,2025-12-12,High Frequency Transfers,Low,Under Review
F0001529,T0031958,2025-02-09,International Transfer,High,Open
F0001530,T0032013,2025-05-29,Possible AML Review,High,Under Review
F0001531,T0032050,2025-04-21,International Transfer,Medium,Escalated
F0001532,T0032055,2025-07-28,High Frequency Transfers,High,Cleared
F0001533,T0032067,2025-07-14,High Frequency Transfers,High,Open
F0001534,T0032071,2025-05-24,Large Transaction,Critical,Open
F0001535,T0032083,2025-12-12,International Transfer,Medium,Cleared
F0001536,T0032092,2025-12-12,High Frequency Transfers,High,Open
F0001537,T0032130,2025-11-09,Possible AML Review,High,Under Review
F0001538,T0032159,2025-04-07,Possible AML Review,High,Cleared
F0001539,T0032167,2025-03-21,High Frequency Transfers,Critical,Under Review
F0001540,T0032195,2025-10-01,International Transfer,Medium,Open
F0001541,T0032215,2025-08-21,Possible AML Review,High,Open
F0001542,T0032320,2025-08-12,Possible AML Review,High,Under Review
F0001543,T0032342,2025-11-13,Possible AML Review,High,Under Review
F0001544,T0032346,2025-10-04,High Frequency Transfers,High,Under Review
F0001545,T0032351,2025-01-16,Possible AML Review,Low,Cleared
F0001546,T0032394,2025-07-28,International Transfer,Critical,Open
F0001547,T0032407,2025-06-14,Large Transaction,High,Escalated
F0001548,T0032443,2025-04-05,Large Transaction,Low,Open
F0001549,T0032508,2025-08-13,International Transfer,Critical,Under Review
F0001550,T0032511,2025-02-19,Unusual Location,Low,Cleared
F0001551,T0032550,2025-04-26,Large Transaction,Medium,Under Review
F0001552,T0032571,2025-03-10,Unusual Location,Medium,Open
F0001553,T0032582,2025-07-15,High Frequency Transfers,Medium,Cleared
F0001554,T0032637,2025-03-01,Unusual Location,Medium,Open
F0001555,T0032638,2025-07-07,Unusual Location,Low,Cleared
F0001556,T0032647,2025-03-08,Unusual Location,Low,Open
F0001557,T0032655,2025-04-04,Possible AML Review,High,Cleared
F0001558,T0032677,2025-10-22,International Transfer,Medium,Open
F0001559,T0032685,2025-06-03,Possible AML Review,Critical,Cleared
F0001560,T0032689,2025-10-13,High Frequency Transfers,Medium,Cleared
F0001561,T0032691,2025-09-29,Dormant Account Activity,Critical,Escalated
F0001562,T0032702,2025-06-02,Unusual Location,Low,Under Review
F0001563,T0032712,2025-12-03,International Transfer,High,Cleared
F0001564,T0032736,2025-03-06,Possible AML Review,High,Open
F0001565,T0032737,2025-09-04,High Frequency Transfers,Medium,Escalated
F0001566,T0032817,2025-07-13,High Frequency Transfers,Medium,Cleared
F0001567,T0032859,2025-07-15,High Frequency Transfers,Medium,Escalated
F0001568,T0032860,2025-01-12,International Transfer,Medium,Open
F0001569,T0032867,2025-10-06,Possible AML Review,Low,Open
F0001570,T0032899,2025-11-25,Unusual Location,Medium,Under Review
F0001571,T0032906,2025-02-06,International Transfer,Medium,Open
F0001572,T0032939,2025-06-20,Large Transaction,Low,Under Review
F0001573,T0032960,2025-07-16,Unusual Location,Medium,Open
F0001574,T0032965,2025-09-29,International Transfer,High,Open
F0001575,T0032971,2025-06-11,Large Transaction,Medium,Open
F0001576,T0032976,2025-05-28,International Transfer,High,Open
F0001577,T0033030,2025-06-22,Large Transaction,Low,Cleared
F0001578,T0033041,2025-04-18,High Frequency Transfers,Medium,Under Review
F0001579,T0033074,2025-12-28,High Frequency Transfers,Medium,Cleared
F0001580,T0033112,2025-11-16,Unusual Location,Low,Under Review
F0001581,T0033173,2025-06-25,International Transfer,Medium,Under Review
F0001582,T0033203,2025-06-24,Possible AML Review,Critical,Cleared
F0001583,T0033231,2025-03-20,Large Transaction,Medium,Open
F0001584,T0033240,2025-07-20,Possible AML Review,High,Cleared
F0001585,T0033249,2025-03-23,Unusual Location,High,Cleared
F0001586,T0033371,2025-11-18,High Frequency Transfers,Medium,Open
F0001587,T0033384,2025-08-15,International Transfer,Medium,Escalated
F0001588,T0033408,2025-02-20,High Frequency Transfers,High,Open
F0001589,T0033418,2025-01-20,Unusual Location,Medium,Under Review
F0001590,T0033420,2025-12-15,Unusual Location,Medium,Cleared
F0001591,T0033445,2025-05-08,Unusual Location,Medium,Open
F0001592,T0033455,2025-11-19,Unusual Location,Medium,Escalated
F0001593,T0033463,2025-01-20,Possible AML Review,High,Escalated
F0001594,T0033487,2025-08-31,Large Transaction,Medium,Escalated
F0001595,T0033489,2025-09-04,Unusual Location,Critical,Cleared
F0001596,T0033521,2025-10-14,Unusual Location,Medium,Under Review
F0001597,T0033524,2025-06-06,Possible AML Review,Medium,Open
F0001598,T0033538,2025-06-01,Unusual Location,Low,Under Review
F0001599,T0033546,2025-03-01,High Frequency Transfers,High,Cleared
F0001600,T0033578,2025-06-22,High Frequency Transfers,Critical,Cleared
F0001601,T0033589,2025-11-24,Large Transaction,Medium,Escalated
F0001602,T0033654,2025-06-11,Unusual Location,Medium,Cleared
F0001603,T0033657,2025-01-30,High Frequency Transfers,Medium,Cleared
F0001604,T0033686,2025-06-24,High Frequency Transfers,Medium,Cleared
F0001605,T0033698,2025-08-01,International Transfer,Low,Under Review
F0001606,T0033703,2025-09-11,Large Transaction,Low,Escalated
F0001607,T0033712,2025-07-15,Large Transaction,Medium,Escalated
F0001608,T0033718,2025-03-30,Unusual Location,Medium,Cleared
F0001609,T0033753,2025-09-04,Dormant Account Activity,Critical,Escalated
F0001610,T0033786,2025-08-07,International Transfer,Low,Under Review
F0001611,T0033825,2025-05-05,Possible AML Review,Medium,Under Review
F0001612,T0033827,2025-10-13,High Frequency Transfers,Medium,Escalated
F0001613,T0033839,2025-12-17,International Transfer,High,Open
F0001614,T0033850,2025-04-08,Dormant Account Activity,Critical,Escalated
F0001615,T0033911,2025-01-11,Large Transaction,Medium,Open
F0001616,T0033926,2025-01-21,Possible AML Review,Low,Cleared
F0001617,T0033960,2025-12-11,Large Transaction,Medium,Open
F0001618,T0033965,2025-06-25,High Frequency Transfers,High,Open
F0001619,T0033974,2025-11-30,Unusual Location,Medium,Under Review
F0001620,T0033979,2025-09-09,High Frequency Transfers,Low,Under Review
F0001621,T0033999,2025-11-19,High Frequency Transfers,High,Cleared
F0001622,T0034003,2025-11-28,High Frequency Transfers,High,Open
F0001623,T0034014,2025-06-10,International Transfer,Low,Cleared
F0001624,T0034039,2025-10-12,Unusual Location,Medium,Under Review
F0001625,T0034074,2025-12-06,Large Transaction,Medium,Open
F0001626,T0034113,2025-03-29,High Frequency Transfers,High,Open
F0001627,T0034117,2025-01-16,Unusual Location,High,Under Review
F0001628,T0034120,2025-11-13,Large Transaction,Medium,Open
F0001629,T0034127,2025-06-04,Possible AML Review,Medium,Under Review
F0001630,T0034128,2025-10-17,Possible AML Review,High,Open
F0001631,T0034137,2025-08-04,Dormant Account Activity,High,Open
F0001632,T0034148,2025-09-05,International Transfer,Medium,Under Review
F0001633,T0034155,2025-06-10,Dormant Account Activity,High,Under Review
F0001634,T0034157,2025-12-10,Large Transaction,Critical,Under Review
F0001635,T0034178,2025-03-02,High Frequency Transfers,Medium,Cleared
F0001636,T0034195,2025-02-18,Possible AML Review,High,Cleared
F0001637,T0034211,2025-11-17,Unusual Location,High,Open
F0001638,T0034257,2025-01-19,International Transfer,High,Under Review
F0001639,T0034263,2025-05-15,Unusual Location,Low,Under Review
F0001640,T0034267,2025-10-28,Large Transaction,Medium,Cleared
F0001641,T0034273,2025-09-15,High Frequency Transfers,Medium,Open
F0001642,T0034310,2025-10-23,Large Transaction,Medium,Cleared
F0001643,T0034360,2025-07-12,Possible AML Review,High,Escalated
F0001644,T0034374,2025-01-02,International Transfer,Low,Under Review
F0001645,T0034381,2025-06-29,International Transfer,Medium,Open
F0001646,T0034395,2025-03-29,Unusual Location,High,Open
F0001647,T0034401,2025-10-17,Possible AML Review,High,Cleared
F0001648,T0034421,2025-09-25,High Frequency Transfers,Critical,Cleared
F0001649,T0034424,2025-08-07,Unusual Location,Medium,Open
F0001650,T0034434,2025-04-14,Dormant Account Activity,Medium,Cleared
F0001651,T0034435,2025-11-14,Unusual Location,Medium,Escalated
F0001652,T0034488,2025-11-05,Unusual Location,High,Cleared
F0001653,T0034490,2025-03-19,Large Transaction,Medium,Cleared
F0001654,T0034530,2025-05-29,Large Transaction,High,Open
F0001655,T0034550,2025-12-07,High Frequency Transfers,Medium,Cleared
F0001656,T0034571,2025-12-20,International Transfer,Medium,Under Review
F0001657,T0034623,2025-01-01,Large Transaction,High,Under Review
F0001658,T0034653,2025-11-16,Unusual Location,Medium,Cleared
F0001659,T0034654,2025-03-24,High Frequency Transfers,Medium,Cleared
F0001660,T0034655,2025-11-01,High Frequency Transfers,Medium,Under Review
F0001661,T0034663,2025-11-01,High Frequency Transfers,Medium,Under Review
F0001662,T0034673,2025-05-05,High Frequency Transfers,Medium,Open
F0001663,T0034714,2025-08-30,Unusual Location,Critical,Open
F0001664,T0034715,2025-07-18,Possible AML Review,High,Escalated
F0001665,T0034722,2025-08-22,International Transfer,Low,Under Review
F0001666,T0034724,2025-07-10,High Frequency Transfers,Low,Cleared
F0001667,T0034727,2025-07-30,Unusual Location,Medium,Open
F0001668,T0034776,2025-03-06,Large Transaction,Low,Cleared
F0001669,T0034797,2025-11-09,Large Transaction,Critical,Cleared
F0001670,T0034805,2025-01-10,Large Transaction,Medium,Under Review
F0001671,T0034888,2025-08-27,Dormant Account Activity,Low,Open
F0001672,T0034889,2025-07-19,International Transfer,High,Cleared
F0001673,T0034895,2025-07-14,International Transfer,Low,Cleared
F0001674,T0034937,2025-09-23,Possible AML Review,Critical,Cleared
F0001675,T0034950,2025-06-26,International Transfer,Critical,Under Review
F0001676,T0034972,2025-10-13,Unusual Location,Low,Under Review
F0001677,T0035036,2025-07-30,Unusual Location,Low,Open
F0001678,T0035049,2025-05-25,Large Transaction,Medium,Escalated
F0001679,T0035125,2025-11-11,Unusual Location,Low,Under Review
F0001680,T0035130,2025-06-13,Large Transaction,Medium,Cleared
F0001681,T0035166,2025-04-22,Dormant Account Activity,High,Open
F0001682,T0035190,2025-01-09,International Transfer,Critical,Under Review
F0001683,T0035223,2025-09-12,International Transfer,Critical,Escalated
F0001684,T0035224,2025-05-18,High Frequency Transfers,High,Cleared
F0001685,T0035239,2025-06-06,Possible AML Review,High,Cleared
F0001686,T0035268,2025-06-03,Unusual Location,Low,Escalated
F0001687,T0035282,2025-08-20,International Transfer,Medium,Cleared
F0001688,T0035323,2025-07-21,Large Transaction,Low,Open
F0001689,T0035382,2025-10-15,High Frequency Transfers,Medium,Under Review
F0001690,T0035386,2025-08-14,International Transfer,High,Under Review
F0001691,T0035389,2025-12-03,International Transfer,Medium,Open
F0001692,T0035402,2025-08-28,High Frequency Transfers,High,Under Review
F0001693,T0035407,2025-09-19,Unusual Location,Low,Open
F0001694,T0035412,2025-08-10,International Transfer,Critical,Cleared
F0001695,T0035445,2025-09-18,Large Transaction,Medium,Open
F0001696,T0035446,2025-04-14,Possible AML Review,Critical,Open
F0001697,T0035464,2025-06-09,Unusual Location,Medium,Open
F0001698,T0035484,2025-06-03,International Transfer,Low,Under Review
F0001699,T0035489,2025-08-09,High Frequency Transfers,High,Cleared
F0001700,T0035499,2025-02-13,International Transfer,High,Cleared
F0001701,T0035545,2025-10-10,International Transfer,Medium,Escalated
F0001702,T0035558,2025-08-23,Unusual Location,High,Under Review
F0001703,T0035571,2025-07-14,High Frequency Transfers,Low,Open
F0001704,T0035602,2025-01-08,International Transfer,Low,Cleared
F0001705,T0035624,2025-08-13,Large Transaction,Medium,Escalated
F0001706,T0035636,2025-07-14,High Frequency Transfers,Medium,Open
F0001707,T0035661,2025-10-20,Unusual Location,Medium,Cleared
F0001708,T0035673,2025-12-23,Large Transaction,Medium,Open
F0001709,T0035698,2025-07-20,Unusual Location,Low,Cleared
F0001710,T0035712,2025-02-13,International Transfer,High,Cleared
F0001711,T0035717,2025-08-26,International Transfer,Medium,Open
F0001712,T0035742,2025-09-08,Unusual Location,Low,Cleared
F0001713,T0035782,2025-02-09,Large Transaction,High,Escalated
F0001714,T0035791,2025-06-02,High Frequency Transfers,Medium,Open
F0001715,T0035819,2025-07-23,High Frequency Transfers,Medium,Cleared
F0001716,T0035827,2025-07-31,Unusual Location,Medium,Under Review
F0001717,T0035832,2025-04-13,Large Transaction,Medium,Open
F0001718,T0035844,2025-02-22,International Transfer,Medium,Open
